"NYC_extract.DBA","NYC_extract.TripAdvisor.URL","NYC_extract.INSPECTION.DATE","NYC_extract.VIOLATION.DESCRIPTION","NYC_extract.SCORE","NYC_extract.GRADE","NYC_initial.Latitude","NYC_initial.Longitude","NYC_list_URL_final$NYC_extract.DBA"
"372375","MAJESTIC PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d424417-Reviews-Majestic_Pizza-New_York_City_New_York.html","11/21/2019","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",34,"",40.760367337647,-73.981532569014,"MAJESTIC PIZZA"
"372737","ROSARIO'S PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d425788-Reviews-Rosario_s_Pizzeria-New_York_City_New_York.html","11/22/2019","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",5,"A",40.733151588761,-74.006401053542,"ROSARIO'S PIZZA"
"372869","VITO'S SLICES AND ICES","https://www.tripadvisor.com/Restaurant_Review-g60763-d19270577-Reviews-Vito_s_Slices_Ices-New_York_City_New_York.html","11/22/2019","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",13,"A",40.735610844739,-73.992711044405,"VITO'S SLICES AND ICES"
"373158","SAMS FAMOUS PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d12295525-Reviews-Sam_s_Famous_Pizza-New_York_City_New_York.html","11/23/2016","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",19,"",40.867776345085,-73.920869117333,"SAMS FAMOUS PIZZA"
"373421","PREVITI PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d2693035-Reviews-Previti_Pizza-New_York_City_New_York.html","11/23/2018","Evidence of mice or live mice present in facility's food and/or non-food areas.",20,"",40.752093933162,-73.977604354379,"PREVITI PIZZA"
"373932","EAST VILLAGE PIZZA AND KEBAB","https://www.tripadvisor.com/Restaurant_Review-g60763-d1582879-Reviews-East_Village_Pizza-New_York_City_New_York.html","11/25/2016","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10,"A",40.762687265522,-73.985798785463,"EAST VILLAGE PIZZA AND KEBAB"
"262230","LUNA PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d4479332-Reviews-Luna_Pizza-New_York_City_New_York.html","06/22/2018","Wiping cloths soiled or not stored in sanitizing solution.",28,"",40.767403084871,-73.955090067787,"LUNA PIZZA"
"262323","FAMOUS 99 C PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d15162685-Reviews-99_Cent_s_Famous_Pizza-New_York_City_New_York.html","06/22/2018","Food Protection Certificate not held by supervisor of food operations.",12,"",40.719454388342,-73.984888116429,"FAMOUS 99 C PIZZA"
"262372","LA BELLEZZA PIZZERIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d3736845-Reviews-La_Bellezza-New_York_City_New_York.html","06/23/2017","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10,"A",40.744304022732,-73.976224787173,"LA BELLEZZA PIZZERIA"
"262392","STAR 99C PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d1036547-Reviews-99_Cent_Fresh_Pizza-New_York_City_New_York.html","06/23/2017","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",12,"A",40.730363085924,-74.000187621647,"STAR 99C PIZZA"
"262518","SOFIA WINE BAR","https://www.tripadvisor.com/Restaurant_Review-g60763-d1419008-Reviews-Sofia_Wine_Bar_and_Cafe-New_York_City_New_York.html","06/24/2017","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",7,"A",40.801293269011,-73.965065043605,"SOFIA WINE BAR"
"263454","& PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d12542582-Reviews-Pizza_NoMad-New_York_City_New_York.html","06/25/2018","Food Protection Certificate not held by supervisor of food operations.",10,"A",40.791458777073,-73.938728431449,"& PIZZA"
"264701","ANGELO'S PIZZERIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d479380-Reviews-Angelo_s_Pizza-New_York_City_New_York.html","06/25/2019","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11,"A",40.75956948172,-73.988098829642,"ANGELO'S PIZZERIA"
"265276","PRINCE ST PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d3322154-Reviews-Prince_Street_Pizza-New_York_City_New_York.html","06/26/2017","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10,"A",40.820681076484,-73.936840713449,"PRINCE ST PIZZA"
"266008","DON GIOVANNI","https://www.tripadvisor.com/Restaurant_Review-g60763-d424487-Reviews-Don_Giovanni-New_York_City_New_York.html","06/26/2019","Hot food item not held at or above 140Âº F.",34,"C",0,0,"DON GIOVANNI"
"266421","HARLEM PIZZA CO.","https://www.tripadvisor.com/Restaurant_Review-g60763-d10090967-Reviews-Harlem_Pizza_Co-New_York_City_New_York.html","06/27/2017","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",4,"A",40.780247788322,-73.946899247017,"HARLEM PIZZA CO."
"266796","STEAK AND LOBSTER","https://www.tripadvisor.com/Restaurant_Review-g60763-d17422892-Reviews-Steak_N_Lobster-New_York_City_New_York.html","06/27/2019","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",43,"",40.741899317258,-74.001670844651,"STEAK AND LOBSTER"
"266833","99 CENTS FRESH SLICE PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d1036547-Reviews-99_Cent_Fresh_Pizza-New_York_City_New_York.html","06/27/2019","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",8,"A",40.750919039801,-73.976918997877,"99 CENTS FRESH SLICE PIZZA"
"267584","WALDY'S WOOD FIRED PIZZA & PENNE","https://www.tripadvisor.com/Restaurant_Review-g60763-d916605-Reviews-Waldy_s_Wood_Fired_Pizza_Penne-New_York_City_New_York.html","06/28/2017","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",9,"A",40.782776276565,-73.948146615073,"WALDY'S WOOD FIRED PIZZA & PENNE"
"267910","PATSYS PIZZERIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d8743404-Reviews-Justino_s_Pizzeria-New_York_City_New_York.html","06/28/2017","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",7,"A",40.717901024793,-73.986280938511,"PATSYS PIZZERIA"
"269071","B -SIDE","https://www.tripadvisor.com/Restaurant_Review-g60763-d4479344-Reviews-B_Side-New_York_City_New_York.html","06/29/2017","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",28,"",40.743735417281,-74.006026755433,"B -SIDE"
"269810","CHAMPION PIZZA COLUMBUS","https://www.tripadvisor.com/Restaurant_Review-g60763-d12859054-Reviews-Champion_Pizza-New_York_City_New_York.html","06/29/2019","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",28,"",40.71926552829,-73.989653674223,"CHAMPION PIZZA COLUMBUS"
"270290","CUCINA BENE PIZZERIA","https://www.tripadvisor.com/Restaurant_Review-g60827-d4711782-Reviews-Bene_Restaurant_Pizzeria-Brooklyn_New_York.html","07/13/2017","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",19,"P",0,0,"CUCINA BENE PIZZERIA"
"270293","ENZO BRUNI","https://www.tripadvisor.com/Restaurant_Review-g60763-d19266163-Reviews-Enzo_Bruni-New_York_City_New_York.html","07/13/2017","No facilities available to wash, rinse and sanitize utensils and/or equipment.",68,"",40.743906652191,-73.979433192743,"ENZO BRUNI"
"270859","CLUB A STEAKHOUSE","https://www.tripadvisor.com/Restaurant_Review-g60763-d1236281-Reviews-Club_A_Steakhouse-New_York_City_New_York.html","07/13/2018","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",8,"A",40.855254949968,-73.929397187887,"CLUB A STEAKHOUSE"
"272041","STK","https://www.tripadvisor.com/Restaurant_Review-g60763-d2513438-Reviews-STK_Midtown-New_York_City_New_York.html","07/16/2019","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",7,"A",40.776407179167,-73.978567400801,"STK"
"153756","BEST PIZZA ON 1ST.","https://www.tripadvisor.com/Restaurant_Review-g60763-d4518699-Reviews-Best_Pizza_On_1st_Avenue-New_York_City_New_York.html","01/17/2017","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",13,"A",40.727374956791,-73.979542944959,"BEST PIZZA ON 1ST."
"154121","LOVERBOY","https://www.tripadvisor.com/Restaurant_Review-g60763-d15169464-Reviews-Loverboy-New_York_City_New_York.html","01/17/2018","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",13,"A",40.775374392526,-73.956481956815,"LOVERBOY"
"154852","NY 99 CENTS PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d18955386-Reviews-NY_99_Cents_Pizza-New_York_City_New_York.html","01/17/2019","Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",44,"",40.750031951553,-73.995040989424,"NY 99 CENTS PIZZA"
"155934","99 CENTS FRESH PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d4368824-Reviews-99_Cent_Fresh_Pizza-New_York_City_New_York.html","01/17/2020","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",4,"A",40.767403084871,-73.955090067787,"99 CENTS FRESH PIZZA"
"155954","LITTLE ITALY","https://www.tripadvisor.com/Restaurant_Review-g60763-d3635904-Reviews-Little_Italy_Pizzeria_Deli-New_York_City_New_York.html","01/17/2020","Hot food item not held at or above 140Âº F.",27,"",40.751642278488,-73.970862398401,"LITTLE ITALY"
"156203","THE BIG SLICE","https://www.tripadvisor.com/Restaurant_Review-g60763-d3782320-Reviews-Big_Slice_of_NYC-New_York_City_New_York.html","01/18/2017","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",27,"B",40.715423012404,-73.991605820527,"THE BIG SLICE"
"156531","DONOHUE'S STEAK HOUSE","https://www.tripadvisor.com/Restaurant_Review-g60763-d527843-Reviews-Donohue_s_Steak_House-New_York_City_New_York.html","01/18/2018","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",13,"A",40.764513543649,-73.975528041654,"DONOHUE'S STEAK HOUSE"
"157372","VILLA FRESH ITALIAN KITCHEN","https://www.tripadvisor.com/Restaurant_Review-g60763-d21590987-Reviews-Villa_Fresh_Italian_Kitchen-New_York_City_New_York.html","01/19/2017","Accurate thermometer not provided in refrigerated or hot holding equipment.",18,"",40.754420205831,-73.987103554156,"VILLA FRESH ITALIAN KITCHEN"
"157540","DELIZIA 92","https://www.tripadvisor.com/Search?q=delizia%2092&searchSessionId=B07879EF0F0AE2F871B2722E349DF4321614788502499ssid&searchNearby=false&geo=60763&sid=104C64A1B217404AB6A68A3EFB4D87CB1614790152471&blockRedirect=true","01/19/2017","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",7,"A",40.751427397223,-73.979990296222,"DELIZIA 92"
"157930","99 CENTS TASTY PIZZA PLACE","https://www.tripadvisor.com/Restaurant_Review-g60763-d4415181-Reviews-99_Cent_Fresh_Pizza-New_York_City_New_York.html","01/21/2020","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",26,"B",40.77442530508,-73.951146252048,"99 CENTS TASTY PIZZA PLACE"
"158217","CITY PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d19243818-Reviews-City_Pizza-New_York_City_New_York.html","01/21/2020","Evidence of mice or live mice present in facility's food and/or non-food areas.",59,"C",40.758166916485,-73.962582672855,"CITY PIZZA"
"158292","A-1 PIZZA SHOP","https://www.tripadvisor.com/Restaurant_Review-g60763-d4416799-Reviews-A_1_Pizza_Shop-New_York_City_New_York.html","01/21/2020","Evidence of mice or live mice present in facility's food and/or non-food areas.",24,"",40.786669299016,-73.950324719525,"A-1 PIZZA SHOP"
"158386","PIZZA BEACH","https://www.tripadvisor.com/Restaurant_Review-g60763-d12729297-Reviews-Pizza_Beach-New_York_City_New_York.html","01/21/2020","Food contact surface not properly maintained.",5,"A",40.811587862688,-73.954511033458,"PIZZA BEACH"
"158423","SCARR'S PIZZA","https://www.tripadvisor.com/Search?geo=60763&q=starr%27s%20pizza&topIds=10722108&queryParsed=true&searchSessionId=8CBA4E39A9FC6D782426BF379CB28E8C1614790714780ssid&searchNearby=false&sid=104C64A1B217404AB6A68A3EFB4D87CB1614790749509&blockRedirect=true","01/21/2020","Hot food item not held at or above 140Âº F.",15,"",40.867776345085,-73.920869117333,"SCARR'S PIZZA"
"160591","RAY'S PIZZA BAGEL CAFE","https://www.tripadvisor.com/Restaurant_Review-g60763-d816812-Reviews-Bagel_Cafe_Ray_s_Pizza-New_York_City_New_York.html","01/22/2020","Canned food product observed dented and not segregated from other consumable food items.",7,"A",40.736195559538,-73.994103832497,"RAY'S PIZZA BAGEL CAFE"
"161420","ZESTY PIZZA & SALUMERIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d15175810-Reviews-Zesty_Pizzeria_Salumeria-New_York_City_New_York.html","01/23/2019","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10,"A",40.764324766383,-73.958543269375,"ZESTY PIZZA & SALUMERIA"
"161658","FAMOUS & FRESH 99Â¢ PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d10397742-Reviews-99_Cent_Fresh_Pizza-New_York_City_New_York.html","01/23/2019","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",14,"",40.77827497793,-73.948363166008,"FAMOUS & FRESH 99Â¢ PIZZA"
